id,hotel_cluster
2564,18 71 34 91 84
2565,40 41 56 70 31
2566,97 86 30 64 25
2567,47 40 77 91 39
2568,65 52 87  0 84
2569,83 91 48 41 30
2570,34 73 10 15 28
2571,42 91 48 41 30
2572,83 16 48 70  0
2573,95 37 97 91 48
2574,91 48 41 30 42
2575,55 70 16 95  2
2576,91 48 41 30 42
2577,19 59 13 49  4
2578,40 76 39 48 91
2579,84 50  6 55 68
2580,91 48 41 30 42
2581,91 48 41 30 42
2582,91 48 41 30 42
2583,91 48 41 30 42
2584,12 29 57 91 48
2585,91 48 41 30 42
2586, 1 45 79 54 24
2587,91 48 41 30 42
2588,91 48 41 30 42
2589,10 69 83 91 48
2590,91 48 41 30 42
2591,57 60 12 53 81
2592,39 70 72 40 94
2593,83 16 48 70  0
2594,91 48 41 30 42
2595,25 36 62 81  5
2596,91 48 41 30 42
2597,77 20 91 48 41
2598,51 91 48 41 30
2599,40 32 50  7 39
2600,25 33 91 94 48
2601,44 48 58 69 91
2602,91 48 41 30 42
2603,21 91 95 99 19
2604,91 48 41 30 42
2605,20 37 55 83 91
2606,15 61 91 48 41
2607, 8 99 64 35  9
2608,91 48 41 30 42
2609,91 48 41 30 42
2610,41 54  0 44 91
2611,28 33 77 91 48
2612,55 70 16 95  2
2613,91 48 41 30 42
2614,91 48 50 91 48
2615,72  4 70 16 26
2616, 7 93 91 48 41
2617,95 18 41 91 37
2618,91 48 41 30 42
2619, 1 45 79 54 24
2620,40 41 56 70 31
2621, 1 45 79 54 24
2622,55 70 16 95  2
2623,21 69 26 65 75
2624,91 48 41 30 42
2625,91 16 95 28 21
2626,91 48 41 30 42
2627,91 48 41 30 42
2628, 8 99 64 35  9
2629,91 48 41 30 42
2630,56 70 41 69  3
2631,65 52 87 66 84
2632, 9 68 72 95 16
2633,91 48 41 30 42
2634,91 48 41 30 42
2635,91 48 41 30 42
2636,95 18 41 91 37
2637,91 48 41 30 42
2638,91 48 41 30 42
2639,31 12 99  7  9
2640,91 48 41 30 42
2641,95 18 41 91 37
2642,39 70 72 40 94
2643,32 91 48 41 30
2644,56 41 70 21 69
2645,25 16 72  4 47
2646,91 48 41 30 42
2647, 1 45 79 54 24
2648,91 48 41 30 42
2649, 9 68 72 95 16
2650,91 48 41 30 42
2651,36 57 29 77 12
2652,91 48 41 30 42
2653,78  8 43 35 82
2654,56 41 70 21 69
2655, 1 45 79 54 24
2656, 9 98 76 95 23
2657, 1 45 79 54 24
2658,91 48 41 30 42
2659, 9 68 72 95 16
2660,83 16 48 70  0
2661,68  9 91 48 41
2662,91 48 41 30 42
2663,47 40 77 91 39
2664,28 16 94 91 48
2665,65 52 96 66 87
2666, 6 16 95 55 69
2667, 6 16 95 55 69
2668,41  4 48  9 33
2669, 1 45 79 54 24
2670,91 48 41 30 42
2671,91 48 41 30 42
2672,91 48 41 30 42
2673,18 71 34 91 84
2674,91 48 41 30 42
2675, 6 16 95 55 69
2676,56 70 41 69  3
2677,91 48 41 30 42
2678,91 48 41 30 42
2679,68 41 90 91 48
2680,91 48 41 30 42
2681,91 48 41 30 42
2682,91 48 41 30 42
2683,91 48 41 30 42
2684,91 48 41 30 42
2685,91 48 41 30 42
2686,82 64 46 29 58
2687,44 48 58 69 91
2688,34 16 18 48 94
2689,91 48 41 30 42
2690,40 23 34 48 94
2691,18 71 34 91 84
2692,56 41 70 21 69
2693,91 48 41 30 42
2694,91 48 41 30 42
2695,21 91 48 41 30
2696,74 91 48 41 30
2697,91 48 41 30 42
2698,39 59 76 23 77
2699,21 91 95 99 19
2700,91 48 41 30 42
2701,11 91 25 72 95
2702,91 48 41 30 42
2703, 8 99 64 35  9
2704,91 48 41 30 42
2705,91 48 41 30 42
2706,91 48 41 30 42
2707,91 48 41 30 42
2708,50 91 48 41 30
2709,91 48 41 30 42
2710,91 48 41 30 42
2711,91 91 48 41 30
2712,91 48 41 30 42
2713,19 59 13 49  4
2714,17 91 48 41 30
2715,57 91 48 41 30
2716,91 48 41 30 42
2717,26  4 55 84 87
2718,46 43 20 78 67
2719,91 48 41 30 42
2720,68 69 97 91 48
2721,91 48 41 30 42
2722,82 58 78 91 48
2723,91 48 41 30 42
2724,62 18 40 41 57
2725,25 33 91 94 48
2726,91 48 41 30 42
2727, 2 59 99 37  5
2728,25 36 62 81  5
2729, 2 59 99 37  5
2730,91 48 41 30 42
2731,91 48 41 30 42
2732,91 48 41 30 42
2733, 1 45 79 24 71
2734,50 10 14 39 77
2735,91 48 41 30 42
2736,91 48 41 30 42
2737,97 86 11  6 99
2738,91 48 41 30 42
2739,73 83 90 31 93
2740,91 48 41 30 42
2741,89 91 48 41 30
2742,56 41 70 21 69
2743,18 71 34 91 84
2744,25 91 48 41 30
2745,36 82 29 91 48
2746,91 48 41 30 42
2747,82 59 91 48 41
2748,91 48 41 30 42
2749,91 48 41 30 42
2750, 2 29 46 64 91
2751,91 48 41 30 42
2752,25 42 91 48 41
2753,91 48 41 30 42
2754,47 61 91 48 41
2755,18 71 34 91 84
2756,91 48 41 30 42
2757,55 70 16 95  2
2758,91 48 41 30 42
2759, 4 91 48 41 30
2760,13 76 57 35  8
2761,57 12 40 97 50
2762,36  6 12 46 29
2763,91 48 41 30 42
2764,91 48 41 30 42
2765,44 81 36 78 63
2766,44 81 36 78 63
2767,91 48 41 30 42
2768,30 37  5 51 76
2769,91 48 41 30 42
2770,77 91 48 41 30
2771,91 48 41 30 42
2772,91 48 41 30 42
2773, 1 45 79 54 24
2774,91 49  2 97 18
2775,41  1 21 79 91
2776,91 48 50 91 48
2777,91 48 41 30 42
2778,36 29 81 46 32
2779,21 13 49 91  5
2780,12 48 83 14 30
2781,85 57 33 64  6
2782, 7 85 25 12 57
2783,91 48 41 30 42
2784,59 16  2 14 12
2785, 2 38 78 29 89
2786,12 29 57 91 48
2787,91 48 41 30 42
2788,91 48 41 30 42
2789,91 48 41 30 42
2790,57 12 40 97 50
2791,91 48 41 30 42
2792,91 48 41 30 42
2793,44 48 58 69 91
2794,31 36 63 80 81
2795,59 16  2 14 12
2796,91 48 41 30 42
2797,83 55 91 21 68
2798,96 10 18 31 37
2799,70 21 55 56 83
2800,36 67 62 91 48
2801,82 64 46 29 58
2802,12 91 48 41 30
2803,91 48 41 30 42
2804,91 48 41 30 42
2805,91 48 41 30 42
2806,91 48 41 30 42
2807,91 48 41 30 42
2808,91 48 41 30 42
2809,91 48 41 30 42
2810,91 48 41 30 42
2811,66 17 65 52 10
2812,36 76 77 99 91
2813,91 48 41 30 42
2814,47 33 51 50 91
2815,91 48 41 30 42
2816,91 48 41 30 42
2817,91 48 41 30 42
2818,91 48 41 30 42
2819,40 49 91 48 41
2820,91 48 41 30 42
2821,11 20 33 91 48
2822,91 48 41 30 42
2823,91 48 41 30 42
2824,13 76 57 35  8
2825,91 48 41 30 42
2826,97 64 69 11 86
2827, 6 16 95 55 69
2828,91 48 41 30 42
2829,99 29 64 91 48
2830, 3 91 48 41 30
2831,85 57 33 64  6
2832,91 48 41 30 42
2833,57 12 40 97 50
2834,91 16 95 28 21
2835,83  6 18 90 15
2836,91 48 41 30 42
2837,36 64  5  6 30
2838,97 86 30 64 25
2839,91 48 41 30 42
2840,91 48 41 30 42
2841,91 48 41 30 42
2842,91 48 41 30 42
2843,36  6 12 46 29
2844,91 48 41 30 42
2845,91 48 41 30 42
2846,59 16  2 14 12
2847,99 29 64 91 48
2848,81  2 57 91 48
2849,11 12 61 29 36
2850,91 48 41 30 42
2851,99 29 64 91 48
2852,91 48 41 30 42
2853, 2 22 91 48 41
2854,91 48 41 30 42
2855,91 48 41 30 42
2856,91 48 41 30 42
2857,19 59 13 49  4
2858,91 48 41 30 42
2859, 9 25 11 37  5
2860,91 49  2 97 18
2861,25 42 91 48 41
2862,57 82  5 23 38
2863,91 48 41 30 42
2864,76 91 48 41 30
2865,99 37 90 25 41
2866,32 91 91 48 41
2867, 1 45 79 54 24
2868,36 64  5  6 30
2869, 6 28 77 25 14
2870,82 59 91 48 41
2871,91 48 41 30 42
2872,36  6 12 46 29
2873,36 64  5  6 30
2874,91 48 41 30 42
2875,99 29 64 91 48
2876,32 91 91 48 41
2877,99 37 90 25 41
2878,95 18 41 91 37
2879,26  4 55 84 87
2880,39 70 72 40 94
2881,96 10 18 31 37
2882,61 91 48 41 30
2883, 2 29 46 64 91
2884,54 77 91 48 41
2885,91 83 91 48 41
2886,91 48 41 30 42
2887,42 91 48 41 30
2888,91 48 41 30 42
2889,40 76 39 48 91
2890,18  4  5  6 16
2891,18 71 34 91 84
2892,21 91  9 13 28
2893,48 60 91 48 41
2894, 2 59 99 37  5
2895, 8 35 60 76 99
2896,57 12 40 97 50
2897,14 86 91 48 41
2898,83 16 48 70  0
2899,62 18 40 41 57
2900,68 41 90 91 48
2901,36  6 12 46 29
2902,58 29 81 91 48
2903,57 12 40 97 50
2904,99 29 64 91 48
2905,36 64  5  6 30
2906,85  7 12 15 29
2907,91 48 41 30 42
2908,91 48 41 30 42
2909,91 48 41 30 42
2910,91 48 41 30 42
2911,78  8 43 35 82
2912,15 36 46 12 57
2913,91 48 41 30 42
2914,91 48 41 30 42
2915,25 42 91 48 41
2916,97 86 30 64 25
2917,82 76 60 67 12
2918,91 48 41 30 42
2919, 4 73 91 48 41
2920,91 48 41 30 42
2921,91 48 41 30 42
2922,91 48 41 30 42
2923,91 48 41 30 42
2924,56 41 70 21 69
2925,91 48 41 30 42
2926,23 91 48 41 30
2927,91 48 41 30 42
2928,17 50  4 40 55
2929,91 48 41 30 42
2930,91 48 41 30 42
2931,91 48 41 30 42
2932,91 48 41 30 42
2933,20 44 91 48 41
2934, 4 91 48 41 30
2935,68 91 48 41 30
2936, 9 98 76 95 23
2937,83 55 91 21 68
2938,91 48 41 30 42
2939,95 91 48 41 30
2940,91 48 41 30 42
2941,91 48 41 30 42
2942,12 22 46 64 58
2943,25 11 18 41 83
2944,63 61 85 90 34
2945,56 41 70 21 69
2946,56 41 70 21 69
2947,40 41 56 70 31
2948,91 49  2 97 18
2949,91 91 48 41 30
2950,91 48 41 30 42
2951,91 48 41 30 42
2952,91 48 41 30 42
2953,12 22 46 64 58
2954,91 71 42 34 50
2955, 0 21 97 96 98
2956,36 58 67 91 48
2957, 2 59 99 37  5
2958,15 25 29 42 57
2959,38 91 48 41 30
2960, 1 45 79 54 24
2961,64 91 48 41 30
2962,91 48 41 30 42
2963,91 48 41 30 42
2964,91 48 41 30 42
2965,28 91 91 48 41
2966, 2 38 78 29 89
2967,37 50 77 91 48
2968,91 48 41 30 42
2969,91 48 41 30 42
2970,91 48 41 30 42
2971,91 48 41 30 42
2972, 5 73 91 48 41
2973,83 16 48 70  0
2974,12 22 46 64 58
2975, 8 91 48 41 30
2976, 1 45 79 54 24
2977, 8 30 91 48 41
2978,20 37 55 83 91
2979, 8 99 64 35  9
2980,12 22 46 64 58
2981,96 10 18 31 37
2982,82 20 38 61 62
2983,84 50  6 55 68
2984,36 29 81 46 32
2985,91 48 41 30 42
2986,91 48 41 30 42
2987,25 36 62 81  5
2988,78  8 43 35 82
2989,25 11 41 28 91
2990,64 25 40 86 75
2991,91 48 41 30 42
2992,62 18 40 41 57
2993,91 48 41 30 42
2994, 2 59 99 37  5
2995,58 57 85 97 91
2996,91 48 41 30 42
2997,77 91 48 41 30
2998,42 73  7 13 91
2999,62 18 40 41 57
3000,26  4 55 84 87
3001, 7 85 25 12 57
3002,43 91 48 41 30
3003,36  6 12 46 29
3004,97 86 30 64 25
3005,26  4 55 84 87
3006,21 91 95 99 19
3007,96 10 18 31 37
3008,91 48 41 30 42
3009, 5 29  3  8 30
3010,91 48 41 30 42
3011,99 29 64 91 48
3012,91 48 41 30 42
3013,30 37  5 51 76
3014,28 91 48 41 30
3015,36 64  5  6 30
3016,36  6 12 46 29
3017,91 48 41 30 42
3018,91 48 41 30 42
3019,91 48 41 30 42
3020,36 67 62 91 48
3021,15 36 46 12 57
3022,91 48 41 30 42
3023,91 48 41 30 42
3024,91 48 41 30 42
3025,57 82  5 23 38
3026,36  6 12 46 29
3027,56 70 98 17 41
3028,91 48 41 30 42
3029,44 81 36 78 63
3030,91 48 41 30 42
3031,82 64 46 29 58
3032,82 64 46 29 58
3033, 2 29 46 64 91
3034,97 86 11  6 99
3035,57 82  5 23 38
3036, 4 68 14 16 50
3037,21 55 90 91 48
3038,39 59 76 23 77
3039,46 63 91 48 41
3040,91 48 41 30 42
3041,91 48 41 30 42
3042,91 48 41 30 42
3043,36 29 81 46 32
3044,57 12 40 97 50
3045,14 57 91 48 41
3046,85 57 60 46 91
3047,13 76 57 35  8
3048, 1 45 79 54 24
3049,91 48 41 30 42
3050,15 35 99  8  9
3051,91 48 41 30 42
3052,91 48 41 30 42
3053, 4 33 32 39 91
3054, 1 45 79 54 24
3055,91 48 41 30 42
3056,91 48 41 30 42
3057, 2 59 99 37  5
3058,91 48 41 30 42
3059,91 48 41 30 42
3060,91 48 41 30 42
3061,91 48 41 30 42
3062,56 70 98 17 41
3063,65 52 87 66 84
3064,91 48 41 30 42
3065,91 48 41 30 42
3066,91 48 41 30 42
3067,18 71 34 91 84
3068,25 91 48 41 30
3069,91 48 41 30 42
3070,36 29 81 46 32
3071, 6 91 48 41 30
3072,91 48 41 30 42
3073,91 48 41 30 42
3074,91 48 41 30 42
3075,65 52 96 66 87
3076,91 48 41 30 42
3077,91 48 41 30 42
3078,91 48 41 30 42
3079,34 16 18 48 94
3080,91 48 41 30 42
3081,91 48 41 30 42
3082,91 48 41 30 42
3083,91 48 41 30 42
3084,10  3 17 83 91
3085,91 48 41 30 42
3086,77 91 48 41 30
3087,91 48 41 30 42
3088,91 48 41 30 42
3089, 5 25 98 91 48
3090,91 48 41 30 42
3091,91 48 41 30 42
3092,12 22 46 64 58
3093,91 48 41 30 42
3094, 5  3 11 61 82
3095,83 55 91 21 68
3096,56 41 70 21 69
3097,91 48 41 30 42
3098,32 16 23 47 48
3099,97 86 30 64 25
3100,91 48 41 30 42
3101,72 91 48 41 30
3102,96 10 18 31 37
3103,82 59 91 48 41
3104,91 48 41 30 42
3105,11 12 20 37 62
3106,91 48 41 30 42
3107,91 48 41 30 42
3108,91 48 41 30 42
3109,59 16  2 14 12
3110,91 48 41 30 42
3111,95 91 48 41 30
3112,91 48 41 30 42
3113,91 48 41 30 42
3114,91 48 41 30 42
3115,99 29 64 91 48
3116,12 48 83 14 30
3117,99 29 64 91 48
3118,68 69 95 91 48
3119,85 57 33 64  6
3120,39 59 76 23 77
3121,56 41 70 21 69
3122,96 26 17 98 41
3123,91 48 41 30 42
3124,91 48 41 30 42
3125,91 48 41 30 42
3126,91 48 41 30 42
3127,91 48 41 30 42
3128,81 46 82 91 48
3129,37 50 77 91 48
3130,25 91 48 41 30
3131,91 48 41 30 42
3132,39  6 91 48 41
3133,95 91 48 41 30
3134,68  9 91 48 41
3135,91 48 41 30 42
3136,91 48 41 30 42
3137,15 36 46 12 57
3138,91 48 41 30 42
3139,91 48 41 30 42
3140,68  4 91 48 41
3141,91 48 41 30 42
3142,15 57 60 61 81
3143,62 30 81 61 63
3144, 8 99 64 35  9
3145,91 48 41 30 42
3146,91 48 41 30 42
3147,91 48 41 30 42
3148,51 68 18 91 97
3149,91 48 41 30 42
3150,62 18 40 41 57
3151,36 67 62 91 48
3152,11 20 33 91 48
3153,56 70 41 69  3
3154,47 61 91 48 41
3155,91 48 41 30 42
3156,38 58 86 20 64
3157,31 12 99  7  9
3158,36 29 81 46 32
3159,57 12 40 97 50
3160,36 64  5  6 30
3161, 0 21 97 96 98
3162,91 48 41 30 42
3163,40 41 56 70 31
3164, 8 99 64 35  9
3165,91 48 41 30 42
3166,91 48 41 30 42
3167,56 41 70 21 69
3168,77 91 16 17 18
3169,91 48 41 30 42
3170,91 48 41 30 42
3171,36  6 12 46 29
3172,91 48 41 30 42
3173, 1 45 79 54 24
3174,91 48 41 30 42
3175,91 48 41 30 42
3176,91 48 41 30 42
3177,97 86 11  6 99
3178, 2 59 99 37  5
3179,12 48 83 14 30
3180,95 37 97 91 48
3181, 1 45 79 54 24
3182,91 48 41 30 42
3183,25 33 83 97 91
3184,65 52 96 66 87
3185,91 48 41 30 42
3186,18 71 34 91 84
3187,82 64 46 29 58
3188,49 98 25 91 48
3189,91 48 41 30 42
3190, 6 16 95 55 69
3191,91 48 41 30 42
3192,91 40 94 48 13
3193, 1 45 79 24 71
3194,56 41 70 21 69
3195,41 54  0 44 91
3196,91 48 41 30 42
3197, 4 91 48 41 30
3198,25 91 48 41 30
3199,91 48 41 30 42
3200,95 37 97 91 48
3201,19 49 91 48 41
3202,91 48 41 30 42
3203, 9 98 76 95 23
3204, 2 48 50 40 59
3205,15 61 64 67 99
3206,91 48 41 30 42
3207,91 48 41 30 42
3208,91 48 41 30 42
3209,91 48 41 30 42
3210,91 48 41 30 42
3211,91 48 41 30 42
3212,91 48 41 30 42
3213,91 48 41 30 42
3214,91 48 41 30 42
3215,91 48 41 30 42
3216,58 60 91 48 41
3217,91 48 41 30 42
3218,91 48 41 30 42
3219,91 48 41 30 42
3220,91 48 41 30 42
3221,97 11 91 48 41
3222,89 91 48 41 30
3223,91 48 41 30 42
3224,91 48 41 30 42
3225,91 48 41 30 42
3226,25 36 62 81  5
3227, 8 99 64 35  9
3228, 2 38 78 29 89
3229,12 91 48 41 30
3230,91 48 41 30 42
3231,99 29 64 91 48
3232, 1 45 79 54 24
3233,97 86 11  6 99
3234,91 48 41 30 42
3235,48 16 32 28 42
3236,91 48 41 30 42
3237,20 30 91 48 41
3238,46 91 48 41 30
3239,83 55 91 21 68
3240,36  6 12 46 29
3241,91 48 41 30 42
3242,91 48 41 30 42
3243, 5 78 91 48 41
3244,57 12 40 97 50
3245,29 89 64 16 76
3246,91 48 41 30 42
3247,26  4 55 84 87
3248, 7 85 25 12 57
3249,91 48 41 30 42
3250,63 61 85 90 34
3251,91 48 41 30 42
3252,64 91 48 41 30
3253,83 16 48 70  0
3254,23 91 48 41 30
3255,50  4 39 10 23
3256,25 36 62 81  5
3257,78  8 43 35 82
3258,15 35 99  8  9
3259, 4 55 33 48 23
3260,57 12 40 97 50
3261,91 48 41 30 42
3262,91 48 41 30 42
3263,77 91 48 41 30
3264,91 48 41 30 42
3265,91 48 41 30 42
3266,30 37  5 51 76
3267, 1 45 79 54 24
3268,18 71 34 91 84
3269,13 76 57 35  8
3270,29 89 64 16 76
3271,91 48 41 30 42
3272,91 48 41 30 42
3273,78 90 10 30 58
3274,85 57 33 64  6
3275,82 76 60 67 12
3276,25 42 91 48 41
3277,81  2 57 91 48
3278,91 48 41 30 42
3279, 1 45 79 54 24
3280,91 94 37 72 91
3281,91 48 41 30 42
3282,70 84 99 83 41
3283,13 76 57 35  8
3284,91 48 41 30 42
3285,91 48 41 30 42
3286,16 41 84 91 48
3287,91 48 41 30 42
3288,91 48 41 30 42
3289,95 91 48 41 30
3290,56 70 41 55 69
3291,21 69 26 65 75
3292,65 52 87 66 84
3293,36  6 12 46 29
3294,91 48 41 30 42
3295,97 64 69 11 86
3296,91 48 41 30 42
3297,91 48 41 30 42
3298,31 12 99  7  9
3299,91 48 41 30 42
3300, 8 22 78 99 10
3301,91 48 41 30 42
3302,27 91 48 41 30
3303, 5 17 18 19 91
3304,85  7 12 15 29
3305,36 57 29 77 12
3306,91 48 41 30 42
3307,12 48 83 14 30
3308,91 48 41 30 42
3309,91 48 41 30 42
3310,39 70 72 40 94
3311, 1 45 79 54 24
3312,39 70 72 40 94
3313,68 69 95 91 48
3314,10 91 48 41 30
3315,70 21 55 56 83
3316, 9 68 72 95 16
3317,42  6 18 28 41
3318,49 98 25 91 48
3319,95  4 17 21 33
3320, 9 25 11 37  5
3321, 1 45 79 54 24
3322,99 29 64 91 48
3323,65 89 26 69 73
3324,91 48 41 30 42
3325,91 48 41 30 42
3326,91 48 41 30 42
3327,39 70 72 40 94
3328,81 63 30 92 12
3329,91 48 41 30 42
3330,41 97 18 72 93
3331,91 48 41 30 42
3332, 4 68 14 16 50
3333,83 55 91 21 68
3334,56 41 70 21 69
3335,58 64 29 93 91
3336,91 48 41 30 42
3337,91 48 41 30 42
3338,91 48 41 30 42
3339,83 16 48 70  0
3340,36  6 12 46 29
3341,95 37 97 91 48
3342,15 36 46 12 57
3343,91 48 41 30 42
3344,30 37  5 51 76
3345,99 29 64 91 48
3346,73 95 68 21 19
3347,91 48 41 30 42
3348,13 76 57 35  8
3349,91 48 41 30 42
3350,47 40 77 91 39
3351,91 48 41 30 42
3352,91 48 41 30 42
3353,91 48 41 30 42
3354,91 48 41 30 42
3355,57 12 40 97 50
3356,68 41 90 91 48
3357,91 48 41 30 42
3358,91 48 41 30 42
3359, 2 59 99 37  5
3360, 0 21 50 48 41
3361,91 48 41 30 42
3362,82 58 78 91 48
3363, 2 29 46 64 91
3364,67 46 91 48 41
3365,58 57 85 97 91
3366,91 48 41 30 42
3367,91 48 41 30 42
3368,85 57 33 64  6
3369,91 48 41 30 42
3370,25 17 37 91 48
3371,15 61 64 67 99
3372,91 48 41 30 42
3373,30 37  5 51 76
3374,25 91 48 41 30
3375,36 91 48 41 30
3376,91 48 41 30 42
3377,91 48 41 30 42
3378,91 48 41 30 42
3379,21 91 95 99 19
3380,39 59 76 23 77
3381,91 48 41 30 42
3382,48 91 48 41 30
3383,41  1 21 79 91
3384,91 48 41 30 42
3385,91 48 41 30 42
3386,91 48 41 30 42
3387,32 91 48 41 30
3388,91 48 41 30 42
3389,91 48 41 30 42
3390,91 48 41 30 42
3391,91 48 41 30 42
3392,57 82  5 23 38
3393,91 48 41 30 42
3394,91 48 41 30 42
3395,36 64  5  6 30
3396,97 68 37 18 98
3397,91 48 41 30 42
3398,20 91 48 41 30
3399,68 41 90 91 48
3400,12 22 46 64 58
3401,91 48 41 30 42
3402,85 57 60 46 91
3403,91 48 41 30 42
3404,59 16  2 14 12
3405,91 48 41 30 42
3406,91 48 41 30 42
3407,91 48 41 30 42
3408, 2 48 50 40 59
3409,97 86 11  6 99
3410,91 48 41 30 42
3411,81 63 30 92 12
3412, 1 45 79 54 24
3413,91 48 41 30 42
3414,56 41 70 21 69
3415,55 70 16 95  2
3416,91 48 41 30 42
3417,91 48 41 30 42
3418,78  8 43 35 82
3419,91 48 41 30 42
3420,91 48 41 30 42
3421,85 57 33 64  6
3422,57 82  5 23 38
3423,36 64  5  6 30
3424,91 48 41 30 42
3425,91 48 41 30 42
3426,91 48 41 30 42
3427,59 16  2 14 12
3428,91 48 41 30 42
3429,61 77 85 91 48
3430,36  6 12 46 29
3431,36 64  5  6 30
3432,11 12 61 29 36
3433,38 46 53 67 81
3434,91 48 41 30 42
3435,91 48 41 30 42
3436,36 29 81 46 32
3437,99 29 64 91 48
3438,91 48 41 30 42
3439,36 64  5  6 30
3440,15 36 46 12 57
3441,81  2 57 91 48
3442,91 48 41 30 42
3443,91 48 41 30 42
3444,91 48 41 30 42
3445, 2 22 91 48 41
3446,91 48 41 30 42
3447,36 29 81 46 32
3448, 1 45 79 54 24
3449,68 69 95 91 48
3450,91 48 41 30 42
3451,50  4 39 10 23
3452,99 37 90 25 41
3453, 1 45 79 54 24
3454,83 55 91 21 68
3455,16  4  6 13 47
3456,91 48 41 30 42
3457,36 64  5  6 30
3458,91 48 41 30 42
3459,25 36 62 81  5
3460,78  8 43 35 82
3461,91 48 41 30 42
3462,12 48 83 14 30
3463,91 48 41 30 42
3464,55 70 16 95  2
3465,57 82  5 23 38
3466,91 48 41 30 42
3467,91 48 41 30 42
3468,32 91 48 41 30
3469,55 70 16 95  2
3470,91 48 41 30 42
3471,91 48 41 30 42
3472,91 48 41 30 42
3473,91 48 41 30 42
3474,97 86 30 64 25
3475,91 48 41 30 42
3476,91 48 41 30 42
3477,72  4 94 98  5
3478,64 91 48 41 30
3479,91 48 41 30 42
3480,91 48 41 30 42
3481, 2 38 78 29 89
3482,18  4  5  6 16
3483,76 91 18 41 60
3484,19 68 18 41 91
3485,91 48 41 30 42
3486,40 25 76  5 11
3487,31 12 99  7  9
3488,12 48 83 14 30
3489,91 48 41 30 42
3490,91 48 41 30 42
3491,21  9 18 48 19
3492,91 48 41 30 42
3493,83 55 91 21 68
3494,91 48 41 30 42
3495,91 48 41 30 42
3496,15 47 91 48 41
3497,91 48 41 30 42
3498,65 91 48 41 30
3499,82 59 91 48 41
3500,46 63 78 82 67
3501,91 48 41 30 42
3502,28 33 77 91 48
3503,91 48 41 30 42
3504,42 54 16 71 91
3505,91 48 41 30 42
3506,91 48 41 30 42
3507, 8 78 62 81 91
3508,97 86 30 64 25
3509,91 48 41 30 42
3510,72  4 94 98  5
3511,68 41 90 91 48
3512,91 48 41 30 42
3513,91 48 41 30 42
3514, 2 59 99 37  5
3515,91 48 41 30 42
3516,25  5  6 16 17
3517,78  8 43 35 82
3518,91 48 41 30 42
3519,91 48 41 30 42
3520,91 48 41 30 42
3521,66 17 65 52 10
3522,10 18 72 91 48
3523,91 48 41 30 42
3524, 2 80 52 65 26
3525,95 37 97 91 48
3526,59 18 41 28 91
3527,40 41 56 70 31
3528,68 69 95 91 48
3529,91 48 41 30 42
3530,97 68 37 18 98
3531,21 72  0 28 73
3532,39 77 91 48 41
3533,91 48 41 30 42
3534,29 89 64 16 76
3535,64 58 37 91 48
3536,13 76 57 35  8
3537,56 41 70 21 69
3538,91 48 41 30 42
3539,56 41 70 21 69
3540,91 48 41 30 42
3541,91 48 41 30 42
3542, 8 99 64 35  9
3543,97 86 30 64 25
3544,91 48 41 30 42
3545,91 48 41 30 42
3546,57 82  5 23 38
3547, 2 38 78 29 89
3548,39 70 72 40 94
3549,31 10 39 49 55
3550,32 16 23 47 48
3551,39 70 72 40 94
3552,83 55 91 21 68
3553,57 12 40 97 50
3554,13 76 57 35  8
3555, 0 21 50 48 41
3556,91 48 41 30 42
3557,91 48 41 30 42
3558,91 48 41 30 42
3559,62 18 40 41 57
3560,91 48 41 30 42
3561,91 48 41 30 42
3562,15 36 46 12 57
3563,91 48 41 30 42
3564, 7 85 25 12 57
3565,91 48 41 30 42
3566,99 29 64 91 48
3567,91 48 41 30 42
3568,56 41 70 21 69
3569,91 48 41 30 42
3570, 0 73 91 48 41
3571, 0 21 50 48 41
3572,60 61 20 46 57
3573,99 29 64 91 48
3574,91 48 41 30 42
3575,36 67 62 91 48
3576,91 48 41 30 42
3577,21 91 95 99 19
3578,91 48 41 30 42
3579,91 48 41 30 42
3580,97 68 37 18 98
3581,91 48 41 30 42
3582,91 48 41 30 42
3583,91 48 41 30 42
3584,91 48 41 30 42
3585,36 57 29 77 12
3586,91 48 41 30 42
3587, 4 68 14 16 50
3588,91 48 41 30 42
3589,36 64  5  6 30
3590,91 48 41 30 42
3591,76 21 35 75 91
3592,91 48 41 30 42
3593,91 48 41 30 42
3594,91 48 41 30 42
3595,30 37  5 51 76
3596,29 89 64 16 76
3597,57 12 40 97 50
3598,82 64 46 29 58
3599,91 48 41 30 42
3600,85 57 33 64  6
3601,91 48 41 30 42
3602,36  6 12 46 29
3603,56 41 70 21 69
3604,11 12 20 37 62
3605,37 44 91 48 41
3606,15 43 91 48 41
3607,37 44 91 48 41
3608,82 64 46 29 58
3609, 1 45 79 54 24
3610,90 98  3  9 37
3611,91 48 41 30 42
3612,91 48 41 30 42
3613,91 48 41 30 42
3614,56 41 70 21 69
3615,15 36 46 12 57
3616,36  6 12 46 29
3617, 9 98 76 95 23
3618,95 91 48 41 30
3619, 1 45 79 24 71
3620,91 48 41 30 42
3621,91 48 41 30 42
3622, 6 91 48 41 30
3623,47 33 51 50 91
3624,91 48 41 30 42
3625,25 36 62 81  5
3626,91 48 41 30 42
3627,12 22 46 64 58
3628,99 29 64 91 48
3629,29 89 64 16 76
3630, 8 90 91 48 41
